Age,Gender,Weight,Height,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration,Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake,Workout_Frequency,Experience_Level,BMI,rep_count,avg_depth_score,avg_form_score,tempo_consistency,stability_score,left_right_asymmetry,fatigue_slope,range_of_motion,knee_valgus_risk,back_angle_risk,movement_quality_score,readiness_score,injury_risk_score,strength_potential_score,endurance_potential_score
54.0,Male,84.0,1.94,178.0,133.0,53.0,1.47,942.0,Yoga,30.7,1.5,4.0,Beginner,16.61,11,0.4309,0.5268,0.468,0.6236,0.3598,0.294,0.4827,0.3217,0.3919,0.4518,0.4655,0.3514,0.503,0.5144
37.0,Female,55.3,1.73,183.0,134.0,51.0,1.1,976.0,Yoga,31.3,2.8,2.0,Intermediate,16.26,22,0.6576,0.726,0.6928,0.786,0.1426,0.4044,0.6752,0.1601,0.2661,0.6532,0.6416,0.2319,0.6144,0.408
21.0,Male,66.6,1.85,189.0,121.0,56.0,0.88,993.0,Hiit,13.9,3.4,5.0,Beginner,12.32,18,0.494,0.5594,0.6472,0.525,0.1998,0.3215,0.4658,0.2528,0.3387,0.4943,0.5175,0.285,0.5191,0.4711
21.0,,65.8,1.62,172.0,127.0,62.0,1.35,1307.0,Cardio,26.0,3.4,3.0,Beginner,15.3,13,0.6664,0.4477,0.5258,0.6384,0.3656,0.5716,0.5254,0.3061,0.452,0.4807,0.4589,0.4206,0.4681,0.4169
26.0,Female,59.8,1.6,180.0,151.0,58.0,1.2,611.0,Hiit,16.4,2.5,3.0,Advanced,12.63,28,1.0,0.8538,0.8894,0.8083,0.1437,0.1235,0.8377,0.124,0.1889,0.8304,0.7899,0.1408,0.8456,0.5578
42.0,Female,80.3,1.94,192.0,169.0,52.0,1.72,753.0,Yoga,24.6,3.5,5.0,Intermediate,33.99,20,0.8064,0.7177,0.6419,0.5624,0.3051,0.466,0.6252,0.4747,0.3994,0.6124,0.5966,0.4,0.6788,0.624
31.0,Female,129.9,1.7,190.0,169.0,69.0,1.38,735.0,Strength,10.0,2.1,3.0,Advanced,16.07,30,0.7505,0.822,0.8587,0.798,0.1511,0.2643,0.7322,0.1949,0.2166,0.7441,0.6922,0.1994,0.7567,0.5465
50.0,Female,40.0,1.75,162.0,169.0,55.0,2.0,1449.0,Yoga,31.7,3.5,4.0,Advanced,28.18,27,0.714,0.9747,0.8785,0.8018,0.203,0.4099,0.7156,0.1996,0.3245,0.7714,0.7598,0.2438,0.8195,0.7051
18.0,Male,64.8,1.82,169.0,156.0,69.0,1.93,1516.0,Strength,21.9,3.5,3.0,Intermediate,17.69,17,0.844,0.6788,0.5642,0.6205,0.1968,0.3854,0.6927,0.2232,0.4771,0.6241,0.5961,0.2969,0.6636,0.5893
54.0,Male,60.1,1.63,174.0,159.0,72.0,0.52,893.0,Cardio,18.4,3.6,4.0,Beginner,20.56,15,0.5887,0.6478,0.4989,0.5666,0.2688,0.3941,0.5719,0.2602,0.3543,0.5237,0.5173,0.3124,0.5119,0.3782
37.0,Male,46.3,1.69,181.0,141.0,67.0,1.64,1445.0,Strength,20.7,2.5,4.0,Intermediate,19.11,26,0.8064,0.6332,0.8519,0.8094,0.3148,0.5053,0.6987,0.222,0.4239,0.6773,0.6154,0.3466,0.6851,0.5695
21.0,Male,66.9,1.69,197.0,149.0,74.0,1.37,872.0,Yoga,16.6,2.6,5.0,Intermediate,33.07,16,0.7533,0.7793,0.7257,0.5183,0.182,0.3331,0.6469,0.3715,0.3324,0.6428,0.573,0.2955,0.6957,0.5608
19.0,Female,40.0,1.93,167.0,158.0,74.0,1.19,1265.0,Yoga,24.7,2.6,4.0,Advanced,12.32,30,0.8176,0.7578,0.8898,0.8251,0.0887,0.2354,0.7576,0.1173,0.1895,0.7582,0.691,0.1571,0.7776,0.5678
36.0,Female,50.1,1.85,199.0,140.0,68.0,0.91,1243.0,Strength,30.7,2.8,4.0,Intermediate,25.82,20,0.7485,0.7712,0.6054,0.8424,0.1909,0.4123,0.717,0.2021,0.2138,0.6802,0.626,0.2458,0.6791,0.4284
23.0,Male,71.3,1.77,171.0,134.0,50.0,1.34,1239.0,Cardio,35.0,2.5,3.0,Advanced,18.17,29,0.9596,0.9391,0.8019,0.8961,0.1053,0.0983,0.9281,0.0607,0.1334,0.8606,0.8461,0.0903,0.8812,0.5853
45.0,,68.3,1.75,185.0,133.0,65.0,1.31,1595.0,,29.1,2.5,4.0,Intermediate,13.23,24,0.7101,0.8701,0.8334,0.599,0.2697,0.1866,0.7062,0.2697,0.1877,0.7027,0.6706,0.2268,0.7397,0.5639
39.0,Female,66.8,1.61,177.0,127.0,59.0,1.64,770.0,Yoga,28.0,3.1,4.0,Beginner,17.16,16,0.6179,0.5883,0.4581,0.4857,0.4159,0.4517,0.5488,0.3738,0.448,0.4765,0.4802,0.4148,0.5223,0.5191
45.0,Male,53.9,1.68,169.0,141.0,71.0,1.59,1031.0,Yoga,19.2,2.1,3.0,Advanced,20.62,28,0.953,0.8953,0.9451,0.7526,0.0908,0.2544,0.8157,0.1237,0.2342,0.8266,0.7584,0.1563,0.8398,0.5974
33.0,Female,97.1,1.86,166.0,127.0,72.0,1.39,1783.0,Hiit,11.0,1.5,4.0,Beginner,16.27,16,0.6934,0.5279,0.7109,0.6547,0.4635,0.5778,0.6317,0.3697,0.428,0.5514,0.4496,0.4538,0.5417,0.4663
27.0,Female,40.0,1.57,178.0,169.0,52.0,1.32,949.0,Strength,28.4,3.1,3.0,Intermediate,21.11,24,0.8849,0.7465,0.6369,0.6988,0.1141,0.3594,0.7897,0.1721,0.3301,0.6964,0.6873,0.2269,0.6931,0.5275
37.0,Male,62.1,1.85,196.0,151.0,64.0,1.28,943.0,Hiit,26.7,3.3,4.0,Beginner,20.37,11,0.5172,0.5256,0.3871,0.4079,0.3463,0.4286,0.498,0.3862,0.4662,0.4113,0.439,0.4055,0.4484,0.4595
28.0,Male,60.7,1.73,198.0,124.0,70.0,1.34,1212.0,Cardio,24.8,2.0,2.0,Beginner,20.21,16,0.5157,0.6961,0.6442,0.4937,0.4476,0.5678,0.5106,0.3967,0.4137,0.5089,0.4593,0.4369,0.4767,0.3638
18.0,Male,46.9,1.84,185.0,147.0,65.0,1.29,1040.0,Hiit,21.8,1.7,3.0,Beginner,13.0,16,0.7163,0.4806,0.4292,0.7135,0.2712,0.422,0.61,0.2494,0.4191,0.5193,0.4453,0.3418,0.5179,0.4131
18.0,Female,90.8,1.66,182.0,134.0,56.0,1.77,990.0,Yoga,10.0,1.8,4.0,Intermediate,22.03,25,0.704,0.8197,0.7336,0.8744,0.234,0.4439,0.775,0.21,0.3458,0.7165,0.6663,0.2802,0.7365,0.5934
24.0,Female,44.0,1.79,193.0,164.0,62.0,1.84,622.0,Strength,26.3,3.5,4.0,Intermediate,14.27,23,0.6143,0.631,0.6884,0.7418,0.2722,0.5107,0.6301,0.2263,0.4482,0.5907,0.5702,0.3422,0.6213,0.5924
27.0,Female,75.1,1.86,175.0,165.0,70.0,1.29,765.0,,27.0,3.5,4.0,Intermediate,14.22,18,0.761,0.6317,0.6634,0.792,0.3006,0.4966,0.6764,0.2603,0.3586,0.6294,0.5785,0.3432,0.638,0.5095
23.0,Female,58.2,1.85,196.0,130.0,57.0,1.36,582.0,Hiit,25.7,1.5,4.0,Beginner,35.08,13,0.498,0.7137,0.5315,0.4904,0.4469,0.6834,0.5057,0.539,0.4252,0.4831,0.3983,0.5025,0.4873,0.4028
23.0,Female,78.7,1.68,191.0,132.0,70.0,1.28,1319.0,,21.1,3.5,2.0,Intermediate,20.39,18,0.8117,0.8257,0.7609,0.7119,0.2081,0.3267,0.7588,0.2444,0.2426,0.7209,0.6904,0.2445,0.6968,0.4571
43.0,Male,74.2,1.76,188.0,141.0,68.0,0.98,1426.0,Cardio,21.2,3.1,2.0,Advanced,20.52,18,0.9314,0.9597,0.8078,0.7962,0.1329,0.1287,0.8693,0.1685,0.1048,0.8336,0.8093,0.1293,0.8222,0.4675
18.0,Male,56.1,2.0,180.0,120.0,57.0,1.04,1461.0,Hiit,27.4,2.0,5.0,Intermediate,12.32,15,0.7904,0.6047,0.645,0.6142,0.2899,0.1975,0.6744,0.2369,0.3278,0.6077,0.5909,0.2717,0.666,0.5199
45.0,Female,42.1,1.86,194.0,129.0,74.0,0.91,1176.0,Strength,22.1,3.6,5.0,Beginner,33.0,8,0.665,0.5259,0.6893,0.4521,0.2787,0.7096,0.5,0.4702,0.4945,0.4935,0.4151,0.4742,0.4747,0.3907
18.0,Male,40.0,1.73,168.0,121.0,73.0,0.64,1153.0,Hiit,29.9,3.1,2.0,Advanced,18.62,24,0.7822,0.9398,0.9622,0.7579,0.2033,0.2819,0.8196,0.2225,0.1037,0.8013,0.7564,0.1955,0.748,0.3853
18.0,Male,40.0,1.85,175.0,144.0,51.0,2.0,1318.0,,32.7,2.0,4.0,Intermediate,21.16,28,0.8406,0.7721,0.6701,0.7272,0.236,0.3998,0.7801,0.2145,0.4141,0.6953,0.6631,0.2882,0.7411,0.6481
28.0,Female,107.7,1.99,188.0,129.0,55.0,2.0,1127.0,\Tyoga,10.0,2.0,2.0,Beginner,17.86,15,0.4616,0.4766,0.6443,0.6768,0.3708,0.6229,0.4873,0.2931,0.5933,0.4686,0.4431,0.4465,0.4488,0.4773
18.0,Female,40.0,1.8,196.0,120.0,70.0,2.0,979.0,Cardio,10.0,2.6,4.0,Beginner,20.06,23,0.5354,0.7037,0.7003,0.3774,0.3002,0.5362,0.5085,0.3642,0.506,0.5143,0.478,0.3971,0.5479,0.5689
57.0,Female,70.0,1.81,167.0,154.0,53.0,1.3,1149.0,Yoga,26.6,1.5,3.0,Advanced,12.32,19,0.7935,0.7531,0.8529,0.8656,0.1714,0.2558,0.7653,0.1206,0.2053,0.7476,0.7007,0.1857,0.7542,0.5422
55.0,Female,63.2,1.59,161.0,168.0,69.0,1.49,1094.0,Yoga,19.0,3.6,3.0,Intermediate,17.45,22,0.897,0.7216,0.6916,0.774,0.3167,0.4785,0.7826,0.2812,0.3517,0.6963,0.64,0.3398,0.6903,0.5299
50.0,Male,69.6,1.71,167.0,169.0,57.0,0.98,470.0,Yoga,27.2,2.7,2.0,Intermediate,20.42,12,0.5895,0.7852,0.7282,0.6173,0.2207,0.3241,0.5936,0.223,0.2501,0.6217,0.6384,0.2459,0.5986,0.4414
32.0,Male,57.0,1.76,170.0,160.0,71.0,1.82,904.0,Strength,30.9,3.3,4.0,Advanced,16.01,22,0.858,0.9431,0.7307,0.7528,0.0937,0.3425,0.8,0.1108,0.2582,0.776,0.7182,0.1696,0.8267,0.6473
20.0,Female,75.8,1.87,160.0,163.0,63.0,2.0,988.0,Hiit,23.5,2.7,4.0,Advanced,12.32,28,0.7983,0.7743,0.7446,0.9711,0.1955,0.2427,0.807,0.1592,0.3184,0.7583,0.7142,0.2155,0.8227,0.7013
18.0,Male,54.7,1.6,167.0,156.0,57.0,1.63,1134.0,Yoga,22.7,3.4,4.0,Intermediate,15.86,18,0.8798,0.7201,0.6884,0.8568,0.1926,0.2522,0.7528,0.1943,0.2896,0.7219,0.709,0.2283,0.7649,0.6369
30.0,Male,62.2,1.69,164.0,134.0,67.0,1.24,1783.0,Cardio,30.3,3.2,3.0,Intermediate,25.59,24,0.6515,0.7888,0.5992,0.583,0.1599,0.3531,0.6302,0.2223,0.3271,0.6123,0.6012,0.2475,0.624,0.4702
18.0,Male,97.5,2.0,169.0,159.0,68.0,1.17,782.0,Strength,24.8,1.8,2.0,Beginner,42.88,7,0.2748,0.6259,0.5909,0.4452,0.5545,0.7635,0.3142,0.7221,0.4565,0.383,0.2976,0.6138,0.3407,0.2998
31.0,Female,51.0,1.56,193.0,140.0,64.0,1.41,1347.0,Cardio,28.6,3.5,2.0,Intermediate,25.42,18,0.6745,0.6843,0.6559,0.8276,0.1062,0.3137,0.6794,0.1503,0.2863,0.653,0.6487,0.2089,0.6388,0.4707
31.0,Female,71.0,1.81,199.0,158.0,68.0,1.87,1228.0,Strength,29.6,2.7,2.0,Intermediate,14.52,26,0.8924,0.829,0.7003,0.6958,0.1739,0.4364,0.7939,0.1769,0.3564,0.7249,0.6353,0.2544,0.7168,0.5255
28.0,Female,70.0,1.74,198.0,169.0,69.0,2.0,1468.0,Cardio,28.4,2.8,4.0,Intermediate,21.91,26,0.8165,0.7812,0.6838,0.6941,0.1313,0.4404,0.7572,0.2194,0.442,0.691,0.6354,0.2749,0.7283,0.6383
23.0,Male,57.8,1.87,172.0,142.0,54.0,1.46,1741.0,,28.7,3.5,3.0,Intermediate,13.33,23,0.7116,0.6773,0.7251,0.7088,0.1531,0.2593,0.6915,0.1463,0.3113,0.6509,0.6604,0.213,0.6642,0.5524
48.0,Male,67.3,1.61,173.0,139.0,59.0,0.86,659.0,Cardio,20.5,2.7,3.0,Beginner,18.23,8,0.711,0.6085,0.4304,0.6666,0.411,0.4235,0.597,0.3623,0.3661,0.5358,0.5189,0.3902,0.5258,0.3669
52.0,Female,73.5,1.78,181.0,162.0,67.0,2.0,1325.0,Yoga,21.1,2.3,3.0,Advanced,18.08,35,0.9155,0.8907,0.9287,0.8925,0.1528,0.3098,0.8696,0.1167,0.2815,0.84,0.7649,0.1883,0.8606,0.6636
18.0,Male,94.7,1.52,161.0,141.0,66.0,1.4,1446.0,Yoga,16.7,2.6,3.0,Intermediate,22.4,23,0.6068,0.7095,0.8521,0.7165,0.28,0.4398,0.6009,0.2359,0.3776,0.6357,0.6171,0.3144,0.6267,0.5188
47.0,Male,40.0,1.89,177.0,139.0,69.0,1.3,902.0,Hiit,26.7,3.3,3.0,Advanced,26.2,24,0.8379,0.911,0.7762,0.7684,0.1415,0.1522,0.7951,0.1823,0.1841,0.78,0.7639,0.157,0.8075,0.549
22.0,Female,60.1,1.71,198.0,161.0,70.0,1.04,533.0,Hiit,10.3,3.4,5.0,Beginner,26.74,8,0.65,0.4686,0.3915,0.6097,0.3284,0.688,0.5711,0.3925,0.4821,0.4558,0.4043,0.4629,0.4604,0.4081
31.0,Male,40.0,1.77,181.0,127.0,51.0,0.76,1382.0,Cardio,15.3,2.6,4.0,Beginner,14.09,16,0.6854,0.5454,0.4661,0.6475,0.1823,0.4148,0.6002,0.2283,0.3166,0.5306,0.5105,0.29,0.5216,0.3818
48.0,Male,55.5,1.5,183.0,133.0,51.0,0.73,830.0,Cardio,27.3,2.2,3.0,Advanced,32.42,25,0.7024,0.8465,0.9305,0.799,0.1117,0.1998,0.7138,0.2314,0.1308,0.7578,0.7422,0.1723,0.742,0.4504
23.0,Female,95.6,1.5,196.0,152.0,56.0,0.5,639.0,Yoga,25.2,3.2,2.0,Beginner,13.38,7,0.699,0.5922,0.4536,0.5389,0.2928,0.3924,0.6278,0.3216,0.3821,0.5224,0.51,0.3463,0.4714,0.2732
43.0,Male,102.5,1.79,190.0,138.0,69.0,1.54,844.0,Cardio,19.7,3.7,4.0,Intermediate,17.07,15,0.6998,0.6136,0.7567,0.5932,0.0998,0.2512,0.6463,0.1597,0.382,0.6138,0.6189,0.219,0.6516,0.5875
50.0,Male,56.6,1.96,196.0,169.0,74.0,2.0,1299.0,Strength,24.8,1.6,3.0,Intermediate,20.69,20,0.833,0.6452,0.7601,0.7237,0.1823,0.6047,0.6875,0.2534,0.4596,0.6557,0.5454,0.347,0.6527,0.5555
30.0,Male,40.0,1.67,176.0,120.0,55.0,1.39,1710.0,Cardio,18.2,2.7,3.0,Beginner,12.32,11,0.6709,0.595,0.6241,0.5394,0.2076,0.3118,0.5748,0.2832,0.3618,0.5511,0.5368,0.294,0.5572,0.4805
25.0,Female,74.9,1.66,192.0,138.0,58.0,1.73,1766.0,Hiit,28.7,2.3,5.0,Beginner,15.98,19,0.7504,0.5939,0.3857,0.553,0.4395,0.4488,0.5888,0.3586,0.5129,0.5072,0.4766,0.4248,0.5825,0.559
19.0,Female,82.8,1.79,192.0,127.0,74.0,1.18,1140.0,Cardio,10.0,2.4,4.0,Advanced,21.95,19,0.8687,0.8097,0.8102,0.7577,0.1118,0.1827,0.7668,0.1317,0.22,0.7588,0.7241,0.156,0.7944,0.5401
41.0,Female,73.3,1.71,196.0,158.0,56.0,1.36,1234.0,Strength,30.1,3.2,4.0,Advanced,25.83,23,0.794,0.8955,0.7428,0.7429,0.0916,0.2165,0.7734,0.1437,0.1635,0.7534,0.7603,0.1443,0.7974,0.5932
53.0,Male,55.3,1.98,177.0,169.0,51.0,0.83,1273.0,Strength,14.7,2.1,2.0,Intermediate,20.9,13,0.7807,0.7571,0.8054,0.8418,0.1202,0.2966,0.7262,0.1329,0.2178,0.7297,0.7119,0.1862,0.6792,0.434
35.0,Male,95.9,1.69,175.0,129.0,58.0,1.22,1674.0,Cardio,27.5,2.1,3.0,Advanced,24.01,18,0.7939,0.7735,0.8396,0.7646,0.094,0.149,0.7522,0.1353,0.1836,0.7413,0.7392,0.1441,0.7583,0.5354
33.0,Male,89.6,1.62,175.0,137.0,56.0,1.09,906.0,Cardio,23.9,1.6,3.0,Beginner,25.68,10,0.3721,0.459,0.5242,0.6878,0.3073,0.5611,0.4457,0.2812,0.4409,0.4281,0.411,0.3936,0.4019,0.3691
21.0,Male,86.3,1.86,167.0,143.0,73.0,1.26,1783.0,Cardio,27.1,3.1,3.0,Intermediate,12.93,16,0.6558,0.7441,0.6794,0.6569,0.2545,0.3611,0.6726,0.2428,0.3348,0.6274,0.58,0.2845,0.6306,0.474
33.0,Male,42.7,1.82,196.0,145.0,68.0,1.24,1436.0,Yoga,26.3,3.7,4.0,Beginner,42.84,16,0.4841,0.6112,0.5914,0.4225,0.5583,0.5784,0.4113,0.706,0.4443,0.4374,0.4017,0.5726,0.457,0.423
33.0,Female,103.3,1.72,180.0,162.0,58.0,0.66,1104.0,Yoga,22.6,3.2,2.0,Beginner,12.42,7,0.4956,0.4684,0.469,0.454,0.3027,0.4058,0.4882,0.3702,0.4168,0.4166,0.432,0.3836,0.3777,0.3041
33.0,Male,76.8,1.72,193.0,126.0,69.0,1.26,790.0,Hiit,31.8,3.3,4.0,Beginner,25.47,15,0.5206,0.6882,0.6865,0.5607,0.3681,0.304,0.5133,0.3728,0.3418,0.5456,0.5542,0.3471,0.5729,0.5048
23.0,Female,69.1,1.63,198.0,138.0,57.0,2.0,1549.0,Yoga,21.4,3.3,2.0,Beginner,31.27,21,0.4677,0.7319,0.6624,0.3744,0.2294,0.459,0.4531,0.4175,0.5115,0.5028,0.5039,0.3779,0.5097,0.5205
30.0,Male,75.6,1.82,196.0,138.0,74.0,1.31,925.0,Cardio,32.4,3.3,3.0,Advanced,15.35,19,1.0,0.7985,0.8447,0.7829,0.1691,0.1211,0.8689,0.155,0.1886,0.8046,0.7611,0.1614,0.8264,0.5482
18.0,Female,42.0,1.74,197.0,120.0,57.0,2.0,1236.0,Cardio,26.6,1.5,3.0,Intermediate,19.62,19,0.8077,0.7309,0.6847,0.6841,0.2601,0.2545,0.7583,0.2168,0.3584,0.6752,0.6425,0.2616,0.7198,0.5967
56.0,Male,62.9,1.5,194.0,153.0,74.0,1.85,991.0,Yoga,23.2,2.4,3.0,Intermediate,32.25,19,0.6676,0.6829,0.7206,0.7159,0.2955,0.3834,0.5961,0.3476,0.3674,0.618,0.5528,0.3417,0.649,0.5528
22.0,Female,53.5,1.76,194.0,137.0,66.0,2.0,1395.0,Strength,13.1,2.3,5.0,Intermediate,17.16,27,0.7944,0.6128,0.7926,0.6025,0.1242,0.5216,0.6908,0.2295,0.5259,0.6309,0.5602,0.3218,0.6733,0.6406
21.0,Female,90.7,1.75,190.0,135.0,54.0,1.03,1155.0,Cardio,28.0,2.3,3.0,Intermediate,12.66,13,0.7296,0.7115,0.6478,0.6986,0.1937,0.1554,0.6952,0.1782,0.1981,0.6515,0.6448,0.1915,0.6669,0.4642
21.0,Male,74.7,1.59,161.0,169.0,74.0,1.08,1379.0,Yoga,15.2,2.5,3.0,Intermediate,21.53,14,0.8029,0.6158,0.7347,0.6821,0.1361,0.3322,0.7224,0.1942,0.3115,0.6499,0.6031,0.2439,0.634,0.4828
50.0,Male,82.6,1.71,164.0,160.0,63.0,1.33,1011.0,Yoga,22.4,3.6,5.0,Intermediate,12.32,21,0.8309,0.6157,0.7551,0.8348,0.3176,0.3675,0.7183,0.2285,0.3449,0.6735,0.6418,0.3116,0.7096,0.6047
27.0,Male,40.0,1.76,183.0,125.0,60.0,1.04,1783.0,Yoga,21.9,3.3,4.0,Intermediate,12.32,13,0.5969,0.7291,0.5941,0.8131,0.1659,0.1998,0.6712,0.1547,0.1707,0.6374,0.6406,0.1805,0.668,0.489
27.0,Female,70.1,1.58,169.0,156.0,63.0,0.82,797.0,Cardio,28.1,3.4,3.0,Beginner,24.04,7,0.5511,0.4993,0.7092,0.5822,0.4196,0.5515,0.5265,0.3491,0.4517,0.4929,0.4942,0.4378,0.4457,0.3866
29.0,Female,40.2,1.7,184.0,152.0,70.0,1.82,744.0,Strength,13.2,2.6,3.0,Intermediate,18.63,18,0.7038,0.6858,0.8048,0.6979,0.3219,0.4861,0.6789,0.2947,0.4039,0.6411,0.5879,0.3581,0.6463,0.5595
19.0,Female,76.4,1.79,189.0,132.0,57.0,1.41,1414.0,Hiit,33.3,3.5,3.0,Intermediate,14.21,15,0.8597,0.7834,0.7934,0.7596,0.2197,0.3283,0.81,0.205,0.3103,0.7384,0.7075,0.2503,0.7325,0.5268
39.0,Male,78.5,1.59,197.0,153.0,71.0,1.88,1009.0,Yoga,26.0,3.7,5.0,Beginner,16.24,15,0.6144,0.4701,0.4837,0.3933,0.2653,0.653,0.476,0.3942,0.62,0.4209,0.3907,0.4612,0.4703,0.5583
18.0,,72.1,1.79,194.0,169.0,71.0,1.89,716.0,\Nstrength,16.7,3.2,2.0,Intermediate,12.32,16,0.6587,0.7087,0.6684,0.6991,0.2711,0.5708,0.6384,0.3054,0.4391,0.6081,0.5398,0.3685,0.5981,0.4984
20.0,Female,82.6,1.6,174.0,149.0,63.0,2.0,775.0,Hiit,22.9,3.3,2.0,Intermediate,15.06,21,0.8535,0.8413,0.5924,0.8647,0.2659,0.4592,0.8354,0.2058,0.3411,0.7299,0.6622,0.2871,0.73,0.5496
34.0,Male,91.2,1.5,193.0,165.0,61.0,1.13,905.0,Strength,24.0,3.4,4.0,Beginner,24.8,8,0.5556,0.4959,0.5812,0.5674,0.2855,0.5661,0.4822,0.3435,0.4445,0.4692,0.4707,0.4047,0.4629,0.4485
23.0,Male,46.7,1.65,164.0,159.0,68.0,1.81,1563.0,Yoga,15.8,2.5,4.0,Intermediate,19.8,17,0.7362,0.8818,0.8323,0.8346,0.2906,0.3678,0.7294,0.2303,0.3057,0.7459,0.6911,0.273,0.7788,0.6541
28.0,Female,74.2,1.5,191.0,129.0,72.0,1.77,848.0,Strength,17.3,1.5,3.0,Intermediate,24.11,17,0.6729,0.6594,0.7478,0.6356,0.2393,0.4335,0.6421,0.2211,0.4487,0.6092,0.5435,0.3142,0.6227,0.5209
18.0,Female,64.0,1.51,176.0,129.0,74.0,1.18,992.0,Strength,26.7,3.4,5.0,Advanced,14.98,28,0.8335,0.9398,0.7869,0.7313,0.0893,0.2724,0.8251,0.1683,0.1436,0.7832,0.7271,0.1549,0.8258,0.5705
32.0,Male,52.8,1.61,169.0,169.0,70.0,0.88,1375.0,Strength,24.2,2.7,5.0,Beginner,18.1,9,0.5403,0.47,0.361,0.6025,0.3262,0.6115,0.5334,0.2941,0.4124,0.4269,0.3842,0.4069,0.4369,0.4103
47.0,Male,40.0,1.73,170.0,160.0,66.0,1.27,1249.0,Cardio,22.8,3.6,2.0,Beginner,26.91,19,0.5105,0.5808,0.7177,0.476,0.2318,0.4235,0.5087,0.3446,0.4467,0.5055,0.5093,0.355,0.4695,0.4474
19.0,Male,40.0,1.59,187.0,152.0,73.0,1.52,948.0,Yoga,27.1,1.6,3.0,Beginner,13.85,10,0.4662,0.7006,0.5618,0.4335,0.298,0.5834,0.486,0.3734,0.4226,0.4798,0.3931,0.3965,0.4761,0.4271
39.0,Male,70.7,1.58,189.0,163.0,66.0,1.69,1146.0,Yoga,21.9,3.2,3.0,Beginner,21.17,11,0.7226,0.732,0.4434,0.6863,0.3614,0.5015,0.6433,0.2723,0.3798,0.5832,0.5471,0.3561,0.5966,0.5049
41.0,Male,77.0,1.5,190.0,146.0,56.0,1.3,1067.0,Strength,27.5,3.3,4.0,Intermediate,26.26,16,0.8559,0.8336,0.6956,0.6676,0.2692,0.4037,0.7325,0.2447,0.2453,0.7015,0.681,0.2749,0.7217,0.5313
23.0,Male,117.8,1.88,168.0,167.0,55.0,1.35,1259.0,Strength,32.3,1.6,3.0,Intermediate,14.24,14,0.619,0.8612,0.6635,0.7642,0.2903,0.4045,0.6689,0.2214,0.2903,0.6645,0.613,0.2773,0.6694,0.5029
50.0,Female,57.3,1.72,197.0,133.0,56.0,2.0,950.0,Yoga,11.1,3.2,2.0,Advanced,22.6,24,0.9072,0.8579,0.7904,0.9206,0.1698,0.1763,0.8516,0.1405,0.2844,0.8128,0.8191,0.1767,0.8417,0.6262
22.0,Female,103.1,1.72,168.0,166.0,59.0,1.07,978.0,Hiit,23.1,1.9,2.0,Intermediate,16.79,20,0.803,0.6721,0.8194,0.8052,0.1231,0.4434,0.762,0.1684,0.2912,0.7031,0.6295,0.2464,0.6409,0.4335
29.0,Female,77.4,1.69,179.0,132.0,74.0,1.11,712.0,Yoga,27.0,3.5,2.0,Advanced,16.23,23,0.8842,0.8322,0.858,0.7996,0.0747,0.1008,0.771,0.1328,0.1285,0.7912,0.7687,0.1147,0.7876,0.4882
18.0,Male,84.1,1.78,194.0,145.0,64.0,2.0,686.0,Cardio,30.3,3.3,3.0,Advanced,14.46,30,0.9754,0.8291,0.7537,0.9609,0.0462,0.3492,0.9131,0.053,0.3396,0.8252,0.7534,0.1653,0.8448,0.6213
29.0,Male,40.0,1.86,180.0,169.0,63.0,1.26,986.0,Yoga,25.3,1.5,3.0,Beginner,19.92,8,0.5217,0.5539,0.6714,0.4553,0.4248,0.7038,0.5196,0.4111,0.5066,0.4639,0.4033,0.4909,0.4254,0.4053
42.0,Male,66.0,1.6,196.0,159.0,52.0,1.93,1042.0,Strength,16.4,3.5,4.0,Intermediate,17.81,23,0.7021,0.7125,0.8133,0.8071,0.1656,0.3821,0.6948,0.1943,0.3606,0.6859,0.6912,0.259,0.7176,0.6643
51.0,Female,84.6,1.77,197.0,141.0,55.0,1.44,543.0,Hiit,23.4,2.9,5.0,Advanced,24.89,19,0.8706,0.7618,0.8995,0.9095,0.0348,0.184,0.7786,0.0999,0.219,0.7952,0.7945,0.1321,0.8466,0.6612
51.0,Male,100.7,1.75,185.0,138.0,73.0,1.5,703.0,Strength,25.5,1.8,4.0,Advanced,15.9,25,0.7965,0.9524,0.7926,0.7276,0.0939,0.321,0.7961,0.1565,0.2397,0.7735,0.6822,0.1753,0.8068,0.5625
22.0,Male,58.6,2.0,165.0,169.0,57.0,2.0,1402.0,Strength,30.0,3.5,4.0,Intermediate,20.99,21,0.7731,0.5907,0.7108,0.87,0.1645,0.3833,0.6845,0.1331,0.4015,0.6577,0.6642,0.2589,0.6993,0.6865
21.0,Female,57.4,1.74,179.0,161.0,73.0,2.0,457.0,Hiit,27.7,2.5,3.0,Beginner,24.67,23,0.6398,0.4415,0.4225,0.4045,0.3148,0.5306,0.4983,0.4016,0.5924,0.4148,0.3796,0.45,0.4494,0.5236
21.0,Male,69.5,1.54,167.0,158.0,72.0,1.28,1044.0,Yoga,27.9,2.9,2.0,Beginner,14.68,15,0.66,0.5355,0.5829,0.4453,0.411,0.3679,0.5306,0.4138,0.4046,0.4876,0.4626,0.4076,0.4792,0.4275
